#: table_doi: 10.17182/hepdata.153301.v1/t10
#: name: Covariance for full matrix m(tt) differential
#: description: Covariance for full matrix measurement differential in $m(t\bar{t})$
#: data_file: covariance_for_full_matrix_m(tt)_differential.yaml
#: keyword reactions: P P --> TOP TOPBAR
#: keyword cmenergies: 13000
#: RE,P P --> TOP TOPBAR
#: SQRT(S) [TeV],13
#: LUMI [fb$^{-1}$],138
x-axis,y-axis,Covariance
$P_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nn}$ for $600 < m(t\bar{t}) < 800 $ GeV,-6.4161e-07
$P_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{kk}$ for $600 < m(t\bar{t}) < 800 $ GeV,1.9413e-06
$P_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nr}^{+}$ for $600 < m(t\bar{t}) < 800 $ GeV,-1.0661e-05
$P_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rk}^{+}$ for $600 < m(t\bar{t}) < 800 $ GeV,-3.869e-06
$P_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nk}^{+}$ for $600 < m(t\bar{t}) < 800 $ GeV,2.9931e-05
$P_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nr}^{-}$ for $600 < m(t\bar{t}) < 800 $ GeV,-1.4056e-05
$P_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rk}^{-}$ for $600 < m(t\bar{t}) < 800 $ GeV,2.6544e-07
$P_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nk}^{-}$ for $600 < m(t\bar{t}) < 800 $ GeV,3.7003e-05
$P_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,$c$ for $m(t\bar{t}) > 800 $ GeV,-1.4855e-05
$P_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{r}$ for $m(t\bar{t}) > 800 $ GeV,-1.614e-06
$P_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{n}$ for $m(t\bar{t}) > 800 $ GeV,-7.2909e-06
$P_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{k}$ for $m(t\bar{t}) > 800 $ GeV,1.928e-06
$P_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{r}$ for $m(t\bar{t}) > 800 $ GeV,-1.2749e-06
$P_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{n}$ for $m(t\bar{t}) > 800 $ GeV,-7.5983e-07
$P_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{k}$ for $m(t\bar{t}) > 800 $ GeV,2.7154e-06
$P_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,-1.0649e-06
$P_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,1.3634e-06
$P_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{kk}$ for $m(t\bar{t}) > 800 $ GeV,2.1652e-06
$P_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nr}^{+}$ for $m(t\bar{t}) > 800 $ GeV,1.248e-06
$P_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rk}^{+}$ for $m(t\bar{t}) > 800 $ GeV,3.2662e-06
$P_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nk}^{+}$ for $m(t\bar{t}) > 800 $ GeV,-9.0687e-06
$P_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nr}^{-}$ for $m(t\bar{t}) > 800 $ GeV,5.1539e-06
$P_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rk}^{-}$ for $m(t\bar{t}) > 800 $ GeV,-4.2022e-06
$P_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nk}^{-}$ for $m(t\bar{t}) > 800 $ GeV,-1.1718e-05
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$c$ for $300 < m(t\bar{t}) < 400 $ GeV,-0.00033022
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.00011052
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,7.766e-06
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.00046595
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,-3.6598e-06
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,4.6434e-07
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.00021241
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rr}$ for $300 < m(t\bar{t}) < 400 $ GeV,5.1322e-05
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,-1.2781e-05
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.00048022
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nr}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,-5.9264e-07
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rk}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,5.1072e-05
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nk}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,1.2514e-05
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nr}^{-}$ for $300 < m(t\bar{t}) < 400 $ GeV,-3.68e-06
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rk}^{-}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.00021777
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nk}^{-}$ for $300 < m(t\bar{t}) < 400 $ GeV,2.5813e-05
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$c$ for $400 < m(t\bar{t}) < 600 $ GeV,-0.00015844
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{r}$ for $400 < m(t\bar{t}) < 600 $ GeV,-1.4904e-05
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{n}$ for $400 < m(t\bar{t}) < 600 $ GeV,-2.4593e-07
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{k}$ for $400 < m(t\bar{t}) < 600 $ GeV,-2.6584e-05
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{r}$ for $400 < m(t\bar{t}) < 600 $ GeV,-1.0067e-05
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{n}$ for $400 < m(t\bar{t}) < 600 $ GeV,-1.8261e-07
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{k}$ for $400 < m(t\bar{t}) < 600 $ GeV,1.1406e-05
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rr}$ for $400 < m(t\bar{t}) < 600 $ GeV,-2.338e-05
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nn}$ for $400 < m(t\bar{t}) < 600 $ GeV,-2.5378e-06
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{kk}$ for $400 < m(t\bar{t}) < 600 $ GeV,-7.8754e-05
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nr}^{+}$ for $400 < m(t\bar{t}) < 600 $ GeV,-1.1179e-07
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rk}^{+}$ for $400 < m(t\bar{t}) < 600 $ GeV,-7.5276e-07
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nk}^{+}$ for $400 < m(t\bar{t}) < 600 $ GeV,-1.0257e-06
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nr}^{-}$ for $400 < m(t\bar{t}) < 600 $ GeV,-6.3153e-07
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rk}^{-}$ for $400 < m(t\bar{t}) < 600 $ GeV,-2.0751e-05
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nk}^{-}$ for $400 < m(t\bar{t}) < 600 $ GeV,-1.4042e-06
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$c$ for $600 < m(t\bar{t}) < 800 $ GeV,-0.00019398
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,-1.4458e-05
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,-1.8748e-07
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,5.0072e-05
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,-1.4121e-05
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,4.5811e-07
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,2.7069e-05
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rr}$ for $600 < m(t\bar{t}) < 800 $ GeV,-1.6709e-05
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nn}$ for $600 < m(t\bar{t}) < 800 $ GeV,5.8394e-06
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{kk}$ for $600 < m(t\bar{t}) < 800 $ GeV,1.4994e-05
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nr}^{+}$ for $600 < m(t\bar{t}) < 800 $ GeV,-5.7257e-07
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rk}^{+}$ for $600 < m(t\bar{t}) < 800 $ GeV,-2.6367e-05
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nk}^{+}$ for $600 < m(t\bar{t}) < 800 $ GeV,5.1407e-06
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nr}^{-}$ for $600 < m(t\bar{t}) < 800 $ GeV,-1.5606e-06
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rk}^{-}$ for $600 < m(t\bar{t}) < 800 $ GeV,5.3288e-06
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nk}^{-}$ for $600 < m(t\bar{t}) < 800 $ GeV,-2.0971e-06
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$c$ for $m(t\bar{t}) > 800 $ GeV,-0.0001779
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{r}$ for $m(t\bar{t}) > 800 $ GeV,-1.9035e-06
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{n}$ for $m(t\bar{t}) > 800 $ GeV,1.7356e-06
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{k}$ for $m(t\bar{t}) > 800 $ GeV,1.7163e-06
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{r}$ for $m(t\bar{t}) > 800 $ GeV,-7.5769e-06
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{n}$ for $m(t\bar{t}) > 800 $ GeV,6.1302e-07
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{k}$ for $m(t\bar{t}) > 800 $ GeV,7.902e-06
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,-2.0033e-05
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,1.1205e-05
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{kk}$ for $m(t\bar{t}) > 800 $ GeV,-4.5866e-05
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nr}^{+}$ for $m(t\bar{t}) > 800 $ GeV,1.5286e-06
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rk}^{+}$ for $m(t\bar{t}) > 800 $ GeV,-1.4956e-07
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nk}^{+}$ for $m(t\bar{t}) > 800 $ GeV,-3.6211e-06
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nr}^{-}$ for $m(t\bar{t}) > 800 $ GeV,2.3172e-06
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rk}^{-}$ for $m(t\bar{t}) > 800 $ GeV,5.412e-06
$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nk}^{-}$ for $m(t\bar{t}) > 800 $ GeV,-1.3203e-07
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$c$ for $300 < m(t\bar{t}) < 400 $ GeV,1.7556e-05
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,6.09e-05
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,5.1779e-06
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,-3.6598e-06
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.0011122
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,-3.1378e-07
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.00011693
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rr}$ for $300 < m(t\bar{t}) < 400 $ GeV,-6.2545e-05
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,9.8253e-08
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.00010511
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nr}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,-1.7259e-05
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rk}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.0011987
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nk}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,2.0658e-05
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nr}^{-}$ for $300 < m(t\bar{t}) < 400 $ GeV,-7.2547e-06
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rk}^{-}$ for $300 < m(t\bar{t}) < 400 $ GeV,-0.0013042
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nk}^{-}$ for $300 < m(t\bar{t}) < 400 $ GeV,8.3305e-05
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$c$ for $400 < m(t\bar{t}) < 600 $ GeV,-7.2925e-07
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{r}$ for $400 < m(t\bar{t}) < 600 $ GeV,1.557e-06
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{n}$ for $400 < m(t\bar{t}) < 600 $ GeV,-8.7723e-09
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{k}$ for $400 < m(t\bar{t}) < 600 $ GeV,2.1311e-06
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{r}$ for $400 < m(t\bar{t}) < 600 $ GeV,-6.48e-05
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{n}$ for $400 < m(t\bar{t}) < 600 $ GeV,-3.4748e-07
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{k}$ for $400 < m(t\bar{t}) < 600 $ GeV,-1.2478e-05
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rr}$ for $400 < m(t\bar{t}) < 600 $ GeV,1.931e-05
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nn}$ for $400 < m(t\bar{t}) < 600 $ GeV,3.7591e-06
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{kk}$ for $400 < m(t\bar{t}) < 600 $ GeV,-1.1338e-05
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nr}^{+}$ for $400 < m(t\bar{t}) < 600 $ GeV,2.433e-06
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rk}^{+}$ for $400 < m(t\bar{t}) < 600 $ GeV,-6.9464e-05
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nk}^{+}$ for $400 < m(t\bar{t}) < 600 $ GeV,2.4755e-06
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nr}^{-}$ for $400 < m(t\bar{t}) < 600 $ GeV,5.7676e-07
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rk}^{-}$ for $400 < m(t\bar{t}) < 600 $ GeV,8.0926e-05
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nk}^{-}$ for $400 < m(t\bar{t}) < 600 $ GeV,-2.2366e-06
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$c$ for $600 < m(t\bar{t}) < 800 $ GeV,-8.4788e-06
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,3.618e-06
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,8.5828e-09
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,-3.3273e-06
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{r}$ for $600 < m(t\bar{t}) < 800 $ GeV,3.1682e-05
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{n}$ for $600 < m(t\bar{t}) < 800 $ GeV,-1.728e-07
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{k}$ for $600 < m(t\bar{t}) < 800 $ GeV,1.8902e-06
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rr}$ for $600 < m(t\bar{t}) < 800 $ GeV,-5.3937e-06
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nn}$ for $600 < m(t\bar{t}) < 800 $ GeV,-3.1988e-06
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{kk}$ for $600 < m(t\bar{t}) < 800 $ GeV,7.8527e-06
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nr}^{+}$ for $600 < m(t\bar{t}) < 800 $ GeV,-2.4465e-06
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rk}^{+}$ for $600 < m(t\bar{t}) < 800 $ GeV,3.9222e-05
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nk}^{+}$ for $600 < m(t\bar{t}) < 800 $ GeV,-5.3709e-06
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nr}^{-}$ for $600 < m(t\bar{t}) < 800 $ GeV,1.9275e-06
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rk}^{-}$ for $600 < m(t\bar{t}) < 800 $ GeV,-4.0428e-05
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nk}^{-}$ for $600 < m(t\bar{t}) < 800 $ GeV,4.5808e-07
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$c$ for $m(t\bar{t}) > 800 $ GeV,-3.3238e-05
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{r}$ for $m(t\bar{t}) > 800 $ GeV,1.0028e-06
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{n}$ for $m(t\bar{t}) > 800 $ GeV,-1.5628e-07
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{k}$ for $m(t\bar{t}) > 800 $ GeV,3.9384e-07
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{r}$ for $m(t\bar{t}) > 800 $ GeV,-5.7032e-06
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{n}$ for $m(t\bar{t}) > 800 $ GeV,1.1497e-07
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{k}$ for $m(t\bar{t}) > 800 $ GeV,-2.0853e-06
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rr}$ for $m(t\bar{t}) > 800 $ GeV,2.7115e-06
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nn}$ for $m(t\bar{t}) > 800 $ GeV,6.4953e-07
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{kk}$ for $m(t\bar{t}) > 800 $ GeV,5.3665e-07
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nr}^{+}$ for $m(t\bar{t}) > 800 $ GeV,-1.3899e-06
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rk}^{+}$ for $m(t\bar{t}) > 800 $ GeV,-7.317e-06
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nk}^{+}$ for $m(t\bar{t}) > 800 $ GeV,6.2032e-07
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nr}^{-}$ for $m(t\bar{t}) > 800 $ GeV,-1.5909e-07
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rk}^{-}$ for $m(t\bar{t}) > 800 $ GeV,8.2015e-06
$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nk}^{-}$ for $m(t\bar{t}) > 800 $ GeV,-1.4635e-06
$\bar{P}_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,$c$ for $300 < m(t\bar{t}) < 400 $ GeV,1.0291e-05
$\bar{P}_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,-3.2567e-06
$\bar{P}_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,3.5446e-05
$\bar{P}_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,4.6434e-07
$\bar{P}_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{r}$ for $300 < m(t\bar{t}) < 400 $ GeV,-3.1378e-07
$\bar{P}_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.00081286
$\bar{P}_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{k}$ for $300 < m(t\bar{t}) < 400 $ GeV,5.3639e-07
$\bar{P}_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rr}$ for $300 < m(t\bar{t}) < 400 $ GeV,-7.4687e-06
$\bar{P}_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nn}$ for $300 < m(t\bar{t}) < 400 $ GeV,1.1484e-05
$\bar{P}_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{kk}$ for $300 < m(t\bar{t}) < 400 $ GeV,-2.2313e-06
$\bar{P}_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nr}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,-0.00023198
$\bar{P}_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rk}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,-2.5604e-05
$\bar{P}_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nk}^{+}$ for $300 < m(t\bar{t}) < 400 $ GeV,0.00090448
$\bar{P}_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nr}^{-}$ for $300 < m(t\bar{t}) < 400 $ GeV,8.8364e-05
$\bar{P}_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{rk}^{-}$ for $300 < m(t\bar{t}) < 400 $ GeV,-2.7307e-05
$\bar{P}_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,$C_{nk}^{-}$ for $300 < m(t\bar{t}) < 400 $ GeV,-0.00097643
$\bar{P}_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,$c$ for $400 < m(t\bar{t}) < 600 $ GeV,-1.7098e-06
$\bar{P}_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{r}$ for $400 < m(t\bar{t}) < 600 $ GeV,-8.5805e-07
$\bar{P}_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{n}$ for $400 < m(t\bar{t}) < 600 $ GeV,-1.7823e-06
$\bar{P}_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,$P_{k}$ for $400 < m(t\bar{t}) < 600 $ GeV,1.0979e-06
$\bar{P}_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{r}$ for $400 < m(t\bar{t}) < 600 $ GeV,-1.6964e-06
$\bar{P}_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{n}$ for $400 < m(t\bar{t}) < 600 $ GeV,-5.0603e-05
$\bar{P}_{n}$ for $300 < m(t\bar{t}) < 400 $ GeV,$\bar{P}_{k}$ for $400 < m(t\bar{t}) < 600 $ GeV,1.0379e-06
